timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
1346023,618,2279,646,1019,1399,510
1346273,620,2307,653,1018,1398,507
1346523,617,2310,653,1017,1402,509
1346773,617,2302,658,1012,1398,503
1347023,609,2292,649,1015,1401,509
1347273,622,2291,655,1015,1399,510
1347523,613,2307,649,1017,1399,511
1347773,614,2298,650,1017,1393,510
