1132273,591,2288,659,985,1442,475
1132523,592,2289,659,979,1441,470
1132773,592,2288,657,983,1439,483
1133023,591,2289,660,983,1443,489
1133273,593,2288,656,986,1440,485
1133523,592,2288,660,988,1439,486
1133773,592,2286,659,976,1442,487
