timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
1150023,603,2270,641,992,1359,491
1150273,604,2270,634,992,1354,495
1150523,602,2281,631,993,1351,491
1150773,598,2274,641,992,1357,490
1151023,602,2282,631,993,1366,491
1151273,603,2266,640,991,1357,490
1151523,602,2282,625,987,1360,478
1151773,601,2288,636,992,1360,491
