timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
2196023,571,2289,545,957,1317,425
2196273,570,2301,543,957,1317,415
2196523,578,2287,554,959,1328,420
2196773,570,2293,557,953,1319,421
2197023,569,2279,550,954,1320,422
2197273,569,2287,547,951,1322,419
2197523,572,2291,557,955,1322,419
2197773,567,2288,547,956,1321,422
