timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
2078023,584,2315,546,954,1325,423
2078273,587,2293,549,957,1326,418
2078523,588,2317,545,959,1325,419
2078773,592,2301,547,958,1323,421
2079023,585,2310,547,959,1327,419
2079273,586,2307,548,957,1319,418
2079523,579,2293,545,955,1320,421
2079773,591,2305,539,959,1327,421
