timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
114112,211,137,610,214,68,79
114362,208,135,609,212,69,80
114612,209,139,610,212,69,80
114862,203,139,608,212,68,80
115112,207,136,611,212,69,78
115362,207,138,610,212,64,81
115612,207,157,611,213,68,81
115862,209,139,612,207,69,80
