timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
562112,238,178,613,235,100,116
562362,237,176,615,237,104,111
562612,237,177,613,238,101,107
562862,238,174,612,239,100,112
563112,241,177,612,236,101,108
563362,234,175,609,242,101,108
563612,241,177,612,238,101,118
563862,238,175,611,239,101,108
