timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
488112,244,183,621,240,103,113
488362,243,183,622,243,103,112
488612,242,184,622,243,103,112
488862,238,185,622,243,103,112
489112,243,185,621,242,103,99
489362,243,182,623,235,101,113
489612,242,185,622,243,89,110
489862,240,184,622,243,103,113
