timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
218112,226,161,620,239,98,105
218362,229,161,622,234,98,117
218612,228,161,623,234,97,109
218862,229,161,619,233,98,107
219112,228,160,626,234,97,108
219362,230,162,624,235,98,110
219612,230,162,624,234,97,106
219862,228,162,624,234,98,114
