timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
224112,229,170,623,234,94,110
224362,230,160,612,234,97,132
224612,230,160,623,234,98,105
224862,229,160,623,235,102,101
225112,229,161,624,235,96,106
225362,229,160,629,233,97,107
225612,230,160,629,236,96,107
225862,230,158,622,234,103,103
