timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
518112,240,183,618,241,103,107
518362,242,184,618,241,102,112
518612,241,182,617,239,102,110
518862,241,183,618,241,98,109
519112,242,178,620,241,102,112
519362,241,180,619,239,102,111
519612,241,182,619,241,102,110
519862,241,183,619,241,103,110
