timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
40112,216,142,622,218,71,78
40362,214,142,621,221,70,84
40612,215,156,620,218,70,82
40862,214,137,622,220,71,83
41112,215,139,622,217,70,80
41362,214,141,623,219,71,83
41612,224,142,625,219,78,82
41862,201,141,619,218,71,83
