timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
22112,1,1,1,0,1,1
22362,1,14,0,0,0,1
22612,1,1,0,2,3,1
22862,4,16,1,1,1,1
23112,1,0,0,1,1,1
23362,1,8,4,1,2,1
23612,1,0,0,1,1,2
23862,0,0,0,0,0,1
