timestamp,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5
20112,1,1,1,1,1,1
20362,1,1,2,1,1,1
20612,0,1,2,1,0,1
20862,0,0,0,4,1,1
21112,1,0,1,1,1,0
21362,0,0,2,4,3,1
21612,2,1,1,1,1,0
21862,4,0,4,1,1,0
